 @n.xm1.nsg13_lv_nmos[l] @n.xm1.nsg13_lv_nmos[cdd] @n.xm1.nsg13_lv_nmos[cgd] @n.xm1.nsg13_lv_nmos[cgg] @n.xm1.nsg13_lv_nmos[cgs] @n.xm1.nsg13_lv_nmos[gds] @n.xm1.nsg13_lv_nmos[gm] @n.xm1.nsg13_lv_nmos[ids] @n.xm1.nsg13_lv_nmos[l] @n.xm1.nsg13_lv_nmos[vth] @vd[dc]         @vg[dc]        
 1.70000000e-07  5.69437023e-20 -2.67621286e-19  7.28524730e-16  1.24449276e-17  1.08954052e-07  1.33194847e-06  4.63620529e-08  1.70000000e-07  3.88833008e-01  2.00000000e-01  2.00000000e-01 
 1.70000000e-07  9.84133566e-19  9.57055246e-19  8.52767404e-16  1.88623667e-16  1.89780825e-06  2.20878091e-05  7.98080334e-07  1.70000000e-07  3.88833008e-01  2.00000000e-01  3.00000000e-01 
 1.70000000e-07  1.33917403e-17  1.69203903e-17  1.88427728e-15  1.36795460e-15  1.72912773e-05  1.92431254e-04  9.38252142e-06  1.70000000e-07  3.88833008e-01  2.00000000e-01  4.00000000e-01 
 1.70000000e-07  9.61034239e-17  1.20893438e-16  3.18226112e-15  2.73768661e-15  6.29107105e-05  6.22976201e-04  4.83532898e-05  1.70000000e-07  3.88833008e-01  2.00000000e-01  5.00000000e-01 
 1.70000000e-07  3.34577407e-16  4.23782226e-16  4.07482651e-15  3.43640662e-15  1.93131723e-04  1.15333507e-03  1.37354590e-04  1.70000000e-07  3.88833008e-01  2.00000000e-01  6.00000000e-01 
 1.70000000e-07  6.51874458e-16  8.37958376e-16  4.70723317e-15  3.72423700e-15  5.07194682e-04  1.56609257e-03  2.74909726e-04  1.70000000e-07  3.88833008e-01  2.00000000e-01  7.00000000e-01 
 1.70000000e-07  9.41147181e-16  1.22547649e-15  5.13434339e-15  3.80562044e-15  1.03532796e-03  1.77783268e-03  4.43737860e-04  1.70000000e-07  3.88833008e-01  2.00000000e-01  8.00000000e-01 
 1.70000000e-07  1.17458435e-15  1.54439095e-15  5.42344685e-15  3.80054973e-15  1.72292188e-03  1.82229263e-03  6.24879687e-04  1.70000000e-07  3.88833008e-01  2.00000000e-01  9.00000000e-01 
 1.70000000e-07  1.35783096e-15  1.79831462e-15  5.62550389e-15  3.76363966e-15  2.49520646e-03  1.76031310e-03  8.04665844e-04  1.70000000e-07  3.88833008e-01  2.00000000e-01  1.00000000e+00 
 1.70000000e-07  1.50219004e-15  2.00039693e-15  5.77222291e-15  3.71766202e-15  3.29197033e-03  1.64077547e-03  9.75043402e-04  1.70000000e-07  3.88833008e-01  2.00000000e-01  1.10000000e+00 
 1.70000000e-07  1.61730619e-15  2.16271708e-15  5.88242569e-15  3.67168970e-15  4.07307583e-03  1.49560685e-03  1.13198090e-03  1.70000000e-07  3.88833008e-01  2.00000000e-01  1.20000000e+00 
 1.70000000e-07  9.37731439e-23 -4.07681660e-19  7.98811725e-16  9.38106422e-19  3.30151265e-10  5.30177043e-09  1.86931894e-10  1.70000000e-07  3.88782738e-01  3.00000000e-01  0.00000000e+00 
 1.70000000e-07  1.57684172e-21 -3.83577179e-19  7.55759253e-16  1.51317367e-18  6.06075804e-09  9.28295159e-08  3.23845912e-09  1.70000000e-07  3.88782738e-01  3.00000000e-01  1.00000000e-01 
 1.70000000e-07  2.72637758e-20 -3.32519061e-19  7.28366908e-16  1.23226007e-17  1.13168407e-07  1.65763219e-06  5.75076861e-08  1.70000000e-07  3.88782738e-01  3.00000000e-01  2.00000000e-01 
 1.70000000e-07  4.68328284e-19  2.40328350e-19  8.50367566e-16  1.86595567e-16  1.97441443e-06  2.73370423e-05  9.92386077e-07  1.70000000e-07  3.88782738e-01  3.00000000e-01  3.00000000e-01 
 1.70000000e-07  5.97061227e-18  7.19623569e-18  1.85933359e-15  1.34942911e-15  1.70354203e-05  2.18860128e-04  1.10965675e-05  1.70000000e-07  3.88782738e-01  3.00000000e-01  4.00000000e-01 
 1.70000000e-07  3.67489744e-17  4.53854269e-17  3.06512290e-15  2.68149927e-15  5.07328083e-05  6.77428222e-04  5.38921798e-05  1.70000000e-07  3.88782738e-01  3.00000000e-01  5.00000000e-01 
 1.70000000e-07  1.32516600e-16  1.64393403e-16  3.80739422e-15  3.39723887e-15  1.14533512e-04  1.29060847e-03  1.51821768e-04  1.70000000e-07  3.88782738e-01  3.00000000e-01  6.00000000e-01 
 1.70000000e-07  3.06231961e-16  3.84343780e-16  4.37122629e-15  3.80574968e-15  2.53639135e-04  1.86089597e-03  3.10519047e-04  1.70000000e-07  3.88782738e-01  3.00000000e-01  7.00000000e-01 
 1.70000000e-07  5.16450955e-16  6.56598649e-16  4.81017738e-15  4.01866594e-15  5.20331115e-04  2.24670027e-03  5.17697685e-04  1.70000000e-07  3.88782738e-01  3.00000000e-01  8.00000000e-01 
 1.70000000e-07  7.24635985e-16  9.31760610e-16  5.13999807e-15  4.10477340e-15  9.27632199e-04  2.42496307e-03  7.52866224e-04  1.70000000e-07  3.88782738e-01  3.00000000e-01  9.00000000e-01 
 1.70000000e-07  9.13828263e-16  1.18606090e-15  5.38579914e-15  4.11717842e-15  1.44970424e-03  2.44198835e-03  9.97309844e-04  1.70000000e-07  3.88782738e-01  3.00000000e-01  1.00000000e+00 
 1.70000000e-07  1.07977456e-15  1.41216344e-15  5.57131063e-15  4.09055853e-15  2.04739603e-03  2.35461782e-03  1.23779967e-03  1.70000000e-07  3.88782738e-01  3.00000000e-01  1.10000000e+00 
 1.70000000e-07  1.22325732e-15  1.60979552e-15  5.71402451e-15  4.04518161e-15  2.68416969e-03  2.20778718e-03  1.46626792e-03  1.70000000e-07  3.88782738e-01  3.00000000e-01  1.20000000e+00 
 1.70000000e-07  6.40841404e-23 -4.18647386e-19  7.98786772e-16  9.20209223e-19  3.27618156e-10  6.25593761e-09  2.19806323e-10  1.70000000e-07  3.88730575e-01  4.00000000e-01  0.00000000e+00 
 1.70000000e-07  1.07720170e-21 -3.94570584e-19  7.55734054e-16  1.49193601e-18  6.03900442e-09  1.10558032e-07  3.84467126e-09  1.70000000e-07  3.88730575e-01  4.00000000e-01  1.00000000e-01 
 1.70000000e-07  1.86164288e-20 -3.53881227e-19  7.28270292e-16  1.22273573e-17  1.13250573e-07  1.98978420e-06  6.88545756e-08  1.70000000e-07  3.88730575e-01  4.00000000e-01  2.00000000e-01 
 1.70000000e-07  3.18863196e-19  3.12227130e-20  8.49022285e-16  1.85260133e-16  1.97796539e-06  3.26744018e-05  1.19046650e-06  1.70000000e-07  3.88730575e-01  4.00000000e-01  3.00000000e-01 
 1.70000000e-07  3.92744741e-18  4.53302443e-18  1.84651021e-15  1.33754383e-15  1.66808374e-05  2.43666667e-04  1.27842521e-05  1.70000000e-07  3.88730575e-01  4.00000000e-01  4.00000000e-01 
 1.70000000e-07  2.13132511e-17  2.59599491e-17  3.01573481e-15  2.64534932e-15  4.63295004e-05  7.16426690e-04  5.87248145e-05  1.70000000e-07  3.88730575e-01  4.00000000e-01  5.00000000e-01 
 1.70000000e-07  6.93639620e-17  8.49216156e-17  3.68442902e-15  3.33931278e-15  9.16021031e-05  1.36245892e-03  1.61950303e-04  1.70000000e-07  3.88730575e-01  4.00000000e-01  6.00000000e-01 
 1.70000000e-07  1.62655793e-16  2.00733713e-16  4.17672871e-15  3.77371551e-15  1.70907406e-04  2.00494295e-03  3.31058718e-04  1.70000000e-07  3.88730575e-01  4.00000000e-01  7.00000000e-01 
 1.70000000e-07  2.93255926e-16  3.65746897e-16  4.58106282e-15  4.05772666e-15  3.14457078e-04  2.49981041e-03  5.57905635e-04  1.70000000e-07  3.88730575e-01  4.00000000e-01  8.00000000e-01 
 1.70000000e-07  4.42460731e-16  5.57698201e-16  4.90614426e-15  4.22414760e-15  5.46959438e-04  2.79236963e-03  8.24188585e-04  1.70000000e-07  3.88730575e-01  4.00000000e-01  9.00000000e-01 
 1.70000000e-07  5.95732011e-16  7.58164641e-16  5.16274827e-15  4.30416245e-15  8.71935811e-04  2.90384652e-03  1.11031755e-03  1.70000000e-07  3.88730575e-01  4.00000000e-01  1.00000000e+00 
 1.70000000e-07  7.44613821e-16  9.55755618e-16  5.36567803e-15  4.32644455e-15  1.27631543e-03  2.88249243e-03  1.40053553e-03  1.70000000e-07  3.88730575e-01  4.00000000e-01  1.10000000e+00 
 1.70000000e-07  8.84685183e-16  1.14403279e-15  5.52797459e-15  4.31259941e-15  1.74017660e-03  2.77429592e-03  1.68393425e-03  1.70000000e-07  3.88730575e-01  4.00000000e-01  1.20000000e+00 
 1.70000000e-07  5.00103985e-23 -4.23954735e-19  7.98761438e-16  8.96522186e-19  3.20166129e-10  7.19456586e-09  2.52103166e-10  1.70000000e-07  3.88677583e-01  5.00000000e-01  0.00000000e+00 
 1.70000000e-07  8.40364677e-22 -3.99884822e-19  7.55709762e-16  1.46630192e-18  5.91095190e-09  1.28068476e-07  4.44265652e-09  1.70000000e-07  3.88677583e-01  5.00000000e-01  1.00000000e-01 
 1.70000000e-07  1.45187690e-20 -3.64085167e-19  7.28195955e-16  1.21466789e-17  1.11145711e-07  2.31888817e-06  8.00860435e-08  1.70000000e-07  3.88677583e-01  5.00000000e-01  2.00000000e-01 
 1.70000000e-07  2.48387500e-19 -6.71269764e-20  8.48057345e-16  1.84246873e-16  1.94250694e-06  3.79548408e-05  1.38669993e-06  1.70000000e-07  3.88677583e-01  5.00000000e-01  3.00000000e-01 
 1.70000000e-07  3.01109212e-18  3.34405716e-18  1.83765819e-15  1.32867348e-15  1.61600827e-05  2.67250498e-04  1.44271900e-05  1.70000000e-07  3.88677583e-01  5.00000000e-01  4.00000000e-01 
 1.70000000e-07  1.51669835e-17  1.82849625e-17  2.98687273e-15  2.62051256e-15  4.32957593e-05  7.49553155e-04  6.32002895e-05  1.70000000e-07  3.88677583e-01  5.00000000e-01  5.00000000e-01 
 1.70000000e-07  4.47449404e-17  5.43353427e-17  3.61844720e-15  3.29611795e-15  8.06711349e-05  1.41317839e-03  1.70515566e-04  1.70000000e-07  3.88677583e-01  5.00000000e-01  6.00000000e-01 
 1.70000000e-07  1.00322480e-16  1.22419866e-16  4.06538125e-15  3.72847285e-15  1.36856031e-04  2.09032202e-03  3.46240209e-04  1.70000000e-07  3.88677583e-01  5.00000000e-01  7.00000000e-01 
 1.70000000e-07  1.81858266e-16  2.23564011e-16  4.43505803e-15  4.03933549e-15  2.26444926e-04  2.64437701e-03  5.84388936e-04  1.70000000e-07  3.88677583e-01  5.00000000e-01  8.00000000e-01 
 1.70000000e-07  2.82247483e-16  3.49957217e-16  4.74031495e-15  4.25121144e-15  3.67340817e-04  3.01237241e-03  8.68832281e-04  1.70000000e-07  3.88677583e-01  5.00000000e-01  9.00000000e-01 
 1.70000000e-07  3.94067240e-16  4.92846456e-16  4.98848663e-15  4.38125714e-15  5.70370787e-04  3.19996362e-03  1.18081683e-03  1.70000000e-07  3.88677583e-01  5.00000000e-01  1.00000000e+00 
 1.70000000e-07  5.11537006e-16  6.45089940e-16  5.19071993e-15  4.44952610e-15  8.36074650e-04  3.24469931e-03  1.50406143e-03  1.70000000e-07  3.88677583e-01  5.00000000e-01  1.10000000e+00 
 1.70000000e-07  6.30315766e-16  8.01065103e-16  5.35750930e-15  4.47389849e-15  1.15775110e-03  3.18795935e-03  1.82638298e-03  1.70000000e-07  3.88677583e-01  5.00000000e-01  1.20000000e+00 
 1.70000000e-07  4.14474900e-23 -4.26900619e-19  7.98735910e-16  8.70404467e-19  3.10949099e-10  8.10717874e-09  2.83483297e-10  1.70000000e-07  3.88624161e-01  6.00000000e-01  0.00000000e+00 
 1.70000000e-07  6.96272498e-22 -4.02850783e-19  7.55685962e-16  1.43900822e-18  5.73879506e-09  1.45142169e-07  5.02523496e-09  1.70000000e-07  3.88624161e-01  6.00000000e-01  1.00000000e-01 
 1.70000000e-07  1.20263514e-20 -3.70035596e-19  7.28133558e-16  1.20755264e-17  1.08103327e-07  2.64045522e-06  9.10530380e-08  1.70000000e-07  3.88624161e-01  6.00000000e-01  2.00000000e-01 
 1.70000000e-07  2.05675711e-19 -1.26433427e-19  8.47294271e-16  1.83424364e-16  1.89013145e-06  4.31090055e-05  1.57841606e-06  1.70000000e-07  3.88624161e-01  6.00000000e-01  3.00000000e-01 
 1.70000000e-07  2.47629883e-18  2.65172729e-18  1.83074293e-15  1.32149574e-15  1.55752381e-05  2.89686671e-04  1.60141901e-05  1.70000000e-07  3.88624161e-01  6.00000000e-01  4.00000000e-01 
 1.70000000e-07  1.19441457e-17  1.42807170e-17  2.96660890e-15  2.60166561e-15  4.07655375e-05  7.79159802e-04  6.74002548e-05  1.70000000e-07  3.88624161e-01  6.00000000e-01  5.00000000e-01 
 1.70000000e-07  3.28045138e-17  3.96365489e-17  3.57687754e-15  3.26429745e-15  7.34956122e-05  1.45440919e-03  1.78204734e-04  1.70000000e-07  3.88624161e-01  6.00000000e-01  6.00000000e-01 
 1.70000000e-07  6.97200051e-17  8.44754678e-17  3.99636544e-15  3.68977697e-15  1.18488093e-04  2.15080973e-03  3.58931771e-04  1.70000000e-07  3.88624161e-01  6.00000000e-01  7.00000000e-01 
 1.70000000e-07  1.23689881e-16  1.50505921e-16  4.34127085e-15  4.00918237e-15  1.82525797e-04  2.73714183e-03  6.04617424e-04  1.70000000e-07  3.88624161e-01  6.00000000e-01  8.00000000e-01 
 1.70000000e-07  1.91924232e-16  2.34929454e-16  4.62765226e-15  4.24345519e-15  2.76190781e-04  3.15096859e-03  9.00537694e-04  1.70000000e-07  3.88624161e-01  6.00000000e-01  9.00000000e-01 
 1.70000000e-07  2.71238228e-16  3.34305876e-16  4.86231903e-15  4.40354224e-15  4.09191236e-04  3.39137362e-03  1.22899713e-03  1.70000000e-07  3.88624161e-01  6.00000000e-01  1.00000000e+00 
 1.70000000e-07  3.58918560e-16  4.45590760e-16  5.05560988e-15  4.50423412e-15  5.86443615e-04  3.48871694e-03  1.57403905e-03  1.70000000e-07  3.88624161e-01  6.00000000e-01  1.10000000e+00 
 1.70000000e-07  4.52469540e-16  5.65844349e-16  5.21749162e-15  4.55999532e-15  8.08007389e-04  3.47949762e-03  1.92319471e-03  1.70000000e-07  3.88624161e-01  6.00000000e-01  1.20000000e+00 
 1.70000000e-07  3.54918117e-23 -4.28696497e-19  7.98710273e-16  8.43099411e-19  3.01541862e-10  8.98990595e-09  3.13827181e-10  1.70000000e-07  3.88570488e-01  7.00000000e-01  0.00000000e+00 
 1.70000000e-07  5.96057402e-22 -4.04675040e-19  7.55662499e-16  1.41102893e-18  5.55272287e-09  1.61693988e-07  5.58966911e-09  1.70000000e-07  3.88570488e-01  7.00000000e-01  1.00000000e-01 
 1.70000000e-07  1.02931930e-20 -3.73949536e-19  7.28078950e-16  1.20113205e-17  1.04729837e-07  2.95266267e-06  1.01695810e-07  1.70000000e-07  3.88570488e-01  7.00000000e-01  2.00000000e-01 
 1.70000000e-07  1.76049587e-19 -1.67396292e-19  8.46661854e-16  1.82732251e-16  1.83161462e-06  4.81089541e-05  1.76452721e-06  1.70000000e-07  3.88570488e-01  7.00000000e-01  3.00000000e-01 
 1.70000000e-07  2.11505865e-18  2.18412156e-18  1.82500481e-15  1.31542387e-15  1.49834271e-05  3.11048186e-04  1.75420379e-05  1.70000000e-07  3.88570488e-01  7.00000000e-01  4.00000000e-01 
 1.70000000e-07  9.94035408e-18  1.17969731e-17  2.95087272e-15  2.58638459e-15  3.85531631e-05  8.06187062e-04  7.13638970e-05  1.70000000e-07  3.88570488e-01  7.00000000e-01  5.00000000e-01 
 1.70000000e-07  2.59734555e-17  3.12800632e-17  3.54744837e-15  3.23969330e-15  6.80152365e-05  1.49006528e-03  1.85270001e-04  1.70000000e-07  3.88570488e-01  7.00000000e-01  6.00000000e-01 
 1.70000000e-07  5.26945820e-17  6.35769580e-17  3.94960189e-15  3.65870710e-15  1.06389021e-04  2.19874259e-03  3.70141099e-04  1.70000000e-07  3.88570488e-01  7.00000000e-01  7.00000000e-01 
 1.70000000e-07  9.08460205e-17  1.09784543e-16  4.27796895e-15  3.98019619e-15  1.56713424e-04  2.80371398e-03  6.21481871e-04  1.70000000e-07  3.88570488e-01  7.00000000e-01  8.00000000e-01 
 1.70000000e-07  1.39043621e-16  1.68581462e-16  4.55020107e-15  4.22536879e-15  2.24750542e-04  3.24511757e-03  9.25365462e-04  1.70000000e-07  3.88570488e-01  7.00000000e-01  9.00000000e-01 
 1.70000000e-07  1.95910694e-16  2.38649091e-16  4.77266563e-15  4.40239315e-15  3.17469978e-04  3.52023656e-03  1.26493121e-03  1.70000000e-07  3.88570488e-01  7.00000000e-01  1.00000000e+00 
 1.70000000e-07  2.60506693e-16  3.19143005e-16  4.95550092e-15  4.52345814e-15  4.40159428e-04  3.65565845e-03  1.62475094e-03  1.70000000e-07  3.88570488e-01  7.00000000e-01  1.10000000e+00 
 1.70000000e-07  3.31892002e-16  4.09155447e-16  5.10889619e-15  4.60111337e-15  5.95425849e-04  3.68444555e-03  1.99251360e-03  1.70000000e-07  3.88570488e-01  7.00000000e-01  1.20000000e+00 
 1.70000000e-07  3.10172671e-23 -4.29867953e-19  7.98684571e-16  8.15149483e-19  2.92740356e-10  9.84199417e-09  3.43119124e-10  1.70000000e-07  3.88516657e-01  8.00000000e-01  0.00000000e+00 
 1.70000000e-07  5.20767397e-22 -4.05878120e-19  7.55639292e-16  1.38276537e-18  5.36703588e-09  1.77702663e-07  6.13534003e-09  1.70000000e-07  3.88516657e-01  8.00000000e-01  1.00000000e-01 
 1.70000000e-07  8.99125908e-21 -3.76734669e-19  7.28029997e-16  1.19525025e-17  1.01315234e-07  3.25497087e-06  1.11997495e-07  1.70000000e-07  3.88516657e-01  8.00000000e-01  2.00000000e-01 
 1.70000000e-07  1.53833482e-19 -1.98030090e-19  8.46123720e-16  1.82137146e-16  1.77213843e-06  5.29467664e-05  1.94470963e-06  1.70000000e-07  3.88516657e-01  8.00000000e-01  3.00000000e-01 
 1.70000000e-07  1.84915112e-18  1.83946297e-18  1.82007892e-15  1.31014721e-15  1.44113359e-05  3.31416765e-04  1.90115488e-05  1.70000000e-07  3.88516657e-01  8.00000000e-01  4.00000000e-01 
 1.70000000e-07  8.55353206e-18  1.00785459e-17  2.93791273e-15  2.57345671e-15  3.65898567e-05  8.31156830e-04  7.51191646e-05  1.70000000e-07  3.88516657e-01  8.00000000e-01  5.00000000e-01 
 1.70000000e-07  2.15792703e-17  2.59248408e-17  3.52490239e-15  3.21977485e-15  6.35305325e-05  1.52186303e-03  1.91840607e-04  1.70000000e-07  3.88516657e-01  8.00000000e-01  6.00000000e-01 
 1.70000000e-07  4.21814433e-17  5.07678441e-17  3.91546217e-15  3.63354730e-15  9.73992595e-05  2.23920232e-03  3.80311435e-04  1.70000000e-07  3.88516657e-01  8.00000000e-01  7.00000000e-01 
 1.70000000e-07  7.07464027e-17  8.51222427e-17  4.23272197e-15  3.95499803e-15  1.39391774e-04  2.85568730e-03  6.36237596e-04  1.70000000e-07  3.88516657e-01  8.00000000e-01  8.00000000e-01 
 1.70000000e-07  1.06350199e-16  1.28071669e-16  4.49507443e-15  4.20575762e-15  1.92432152e-04  3.31399496e-03  9.46113580e-04  1.70000000e-07  3.88516657e-01  8.00000000e-01  9.00000000e-01 
 1.70000000e-07  1.48274901e-16  1.78998609e-16  4.70819885e-15  4.39243876e-15  2.61131235e-04  3.61164722e-03  1.29365214e-03  1.70000000e-07  3.88516657e-01  8.00000000e-01  1.00000000e+00 
 1.70000000e-07  1.96346671e-16  2.37940280e-16  4.88191740e-15  4.52588741e-15  3.49913563e-04  3.77360264e-03  1.66391483e-03  1.70000000e-07  3.88516657e-01  8.00000000e-01  1.10000000e+00 
 1.70000000e-07  2.50497401e-16  3.05047505e-16  5.02665600e-15  4.61776574e-15  4.61927410e-04  3.83088906e-03  2.04488862e-03  1.70000000e-07  3.88516657e-01  8.00000000e-01  1.20000000e+00 
 1.70000000e-07  2.74890523e-23 -4.30671931e-19  7.98658827e-16  7.86821035e-19  2.84977098e-10  1.06641229e-08  3.71391024e-10  1.70000000e-07  3.88462718e-01  9.00000000e-01  0.00000000e+00 
 1.70000000e-07  4.61402036e-22 -4.06714114e-19  7.55616288e-16  1.35439936e-18  5.18842736e-09  1.93177065e-07  6.66262286e-09  1.70000000e-07  3.88462718e-01  9.00000000e-01  1.00000000e-01 
 1.70000000e-07  7.96478994e-21 -3.78827622e-19  7.27985417e-16  1.18980284e-17  9.79971272e-08  3.54745536e-06  1.21961689e-07  1.70000000e-07  3.88462718e-01  9.00000000e-01  2.00000000e-01 
 1.70000000e-07  1.36339702e-19 -2.22119293e-19  8.45658159e-16  1.81618117e-16  1.71418101e-06  5.76241135e-05  2.11900658e-06  1.70000000e-07  3.88462718e-01  9.00000000e-01  3.00000000e-01 
 1.70000000e-07  1.64252281e-18  1.57106560e-18  1.81575857e-15  1.30547880e-15  1.38702511e-05  3.50874593e-04  2.04253459e-05  1.70000000e-07  3.88462718e-01  9.00000000e-01  4.00000000e-01 
 1.70000000e-07  7.52408156e-18  8.80164461e-18  2.92683838e-15  2.56220518e-15  3.48346888e-05  8.54416149e-04  7.86887950e-05  1.70000000e-07  3.88462718e-01  9.00000000e-01  5.00000000e-01 
 1.70000000e-07  1.85087622e-17  2.21894584e-17  3.50667841e-15  3.20306278e-15  5.97294765e-05  1.55073225e-03  1.97998756e-04  1.70000000e-07  3.88462718e-01  9.00000000e-01  6.00000000e-01 
 1.70000000e-07  3.51385281e-17  4.22309441e-17  3.88906678e-15  3.61270433e-15  9.02436473e-05  2.27461773e-03  3.89681435e-04  1.70000000e-07  3.88462718e-01  9.00000000e-01  7.00000000e-01 
 1.70000000e-07  5.75384686e-17  6.90481938e-17  4.19865191e-15  3.93349944e-15  1.26627442e-04  2.89865936e-03  6.49510021e-04  1.70000000e-07  3.88462718e-01  9.00000000e-01  8.00000000e-01 
 1.70000000e-07  8.49616569e-17  1.01845373e-16  4.45419852e-15  4.18738098e-15  1.70175513e-04  3.36760289e-03  9.64182426e-04  1.70000000e-07  3.88462718e-01  9.00000000e-01  9.00000000e-01 
 1.70000000e-07  1.16908722e-16  1.40193324e-16  4.66061406e-15  4.37986203e-15  2.23820621e-04  3.67995103e-03  1.31778321e-03  1.70000000e-07  3.88462718e-01  9.00000000e-01  1.00000000e+00 
 1.70000000e-07  1.53456267e-16  1.84373739e-16  4.82723988e-15  4.52094203e-15  2.90958939e-04  3.86018302e-03  1.69576437e-03  1.70000000e-07  3.88462718e-01  9.00000000e-01  1.10000000e+00 
 1.70000000e-07  1.94906509e-16  2.34945245e-16  4.96455462e-15  4.62187475e-15  3.74505052e-04  3.93825326e-03  2.08641941e-03  1.70000000e-07  3.88462718e-01  9.00000000e-01  1.20000000e+00 
 1.70000000e-07  2.46146160e-23 -4.31245835e-19  7.98633057e-16  7.58256956e-19  2.78517032e-10  1.14575950e-08  3.98695350e-10  1.70000000e-07  3.88408704e-01  1.00000000e+00  0.00000000e+00 
 1.70000000e-07  4.13037979e-22 -4.07319009e-19  7.55593455e-16  1.32601823e-18  5.01988393e-09  2.08139891e-07  7.17234265e-09  1.70000000e-07  3.88408704e-01  1.00000000e+00  1.00000000e-01 
 1.70000000e-07  7.12859699e-21 -3.80463935e-19  7.27944357e-16  1.18471506e-17  9.48380880e-08  3.83048146e-06  1.31601545e-07  1.70000000e-07  3.88408704e-01  1.00000000e+00  2.00000000e-01 
 1.70000000e-07  1.22101858e-19 -2.41718414e-19  8.45250832e-16  1.81160896e-16  1.65888347e-06  6.21471642e-05  2.28763434e-06  1.70000000e-07  3.88408704e-01  1.00000000e+00  3.00000000e-01 
 1.70000000e-07  1.47598258e-18  1.35418313e-18  1.81191290e-15  1.30129549e-15  1.33639767e-05  3.69499268e-04  2.17867595e-05  1.70000000e-07  3.88408704e-01  1.00000000e+00  4.00000000e-01 
 1.70000000e-07  6.72244933e-18  7.80549607e-18  2.91713840e-15  2.55221645e-15  3.32570380e-05  8.76218793e-04  8.20920042e-05  1.70000000e-07  3.88408704e-01  1.00000000e+00  5.00000000e-01 
 1.70000000e-07  1.62320658e-17  1.94206871e-17  3.49138690e-15  3.18865830e-15  5.64403537e-05  1.57725659e-03  2.03803488e-04  1.70000000e-07  3.88408704e-01  1.00000000e+00  6.00000000e-01 
 1.70000000e-07  3.01161188e-17  3.61629787e-17  3.86775814e-15  3.59503407e-15  8.43109602e-05  2.30632146e-03  3.98400637e-04  1.70000000e-07  3.88408704e-01  1.00000000e+00  7.00000000e-01 
 1.70000000e-07  4.83302479e-17  5.79109068e-17  4.17186256e-15  3.91506883e-15  1.16615857e-04  2.93557074e-03  6.61653937e-04  1.70000000e-07  3.88408704e-01  1.00000000e+00  8.00000000e-01 
 1.70000000e-07  7.02224718e-17  8.39270152e-17  4.42267602e-15  4.17087947e-15  1.53712736e-04  3.41136780e-03  9.80339650e-04  1.70000000e-07  3.88408704e-01  1.00000000e+00  9.00000000e-01 
 1.70000000e-07  9.53658629e-17  1.13816536e-16  4.62438002e-15  4.36710191e-15  1.97413326e-04  3.73339551e-03  1.33877566e-03  1.70000000e-07  3.88408704e-01  1.00000000e+00  1.00000000e+00 
 1.70000000e-07  1.23873185e-16  1.47857060e-16  4.78576634e-15  4.51308483e-15  2.50241105e-04  3.92622101e-03  1.72270823e-03  1.70000000e-07  3.88408704e-01  1.00000000e+00  1.10000000e+00 
 1.70000000e-07  1.56145546e-16  1.86683050e-16  4.91720605e-15  4.61984938e-15  3.14657637e-04  4.01930271e-03  2.12070026e-03  1.70000000e-07  3.88408704e-01  1.00000000e+00  1.20000000e+00 
 1.70000000e-07  2.22169806e-23 -4.31668451e-19  7.98607269e-16  7.29539348e-19  2.73573576e-10  1.22239237e-08  4.25091953e-10  1.70000000e-07  3.88354635e-01  1.10000000e+00  0.00000000e+00 
 1.70000000e-07  3.72696954e-22 -4.07770964e-19  7.55570767e-16  1.29766504e-18  4.86258706e-09  2.22619624e-07  7.66550538e-09  1.70000000e-07  3.88354635e-01  1.10000000e+00  1.00000000e-01 
 1.70000000e-07  6.43115448e-21 -3.81782000e-19  7.27906214e-16  1.17993096e-17  9.18634647e-08  4.10454267e-06  1.40934318e-07  1.70000000e-07  3.88354635e-01  1.10000000e+00  2.00000000e-01 
 1.70000000e-07  1.10234881e-19 -2.58060570e-19  8.44891595e-16  1.80755166e-16  1.60671991e-06  6.65240541e-05  2.45088505e-06  1.70000000e-07  3.88354635e-01  1.10000000e+00  3.00000000e-01 
 1.70000000e-07  1.33819419e-18  1.17424528e-18  1.80845244e-15  1.29751070e-15  1.28928140e-05  3.87361868e-04  2.30992930e-05  1.70000000e-07  3.88354635e-01  1.10000000e+00  4.00000000e-01 
 1.70000000e-07  6.07650471e-18  7.00096431e-18  2.90849176e-15  2.54321900e-15  3.18324376e-05  8.96760583e-04  8.53452447e-05  1.70000000e-07  3.88354635e-01  1.10000000e+00  5.00000000e-01 
 1.70000000e-07  1.44688209e-17  1.72748840e-17  3.47820583e-15  3.17598693e-15  5.35546654e-05  1.60183974e-03  2.09300150e-04  1.70000000e-07  3.88354635e-01  1.10000000e+00  6.00000000e-01 
 1.70000000e-07  2.63583790e-17  3.16309824e-17  3.84998513e-15  3.57974900e-15  7.92636339e-05  2.33513237e-03  4.06572895e-04  1.70000000e-07  3.88354635e-01  1.10000000e+00  7.00000000e-01 
 1.70000000e-07  4.15949389e-17  4.98007469e-17  4.15005170e-15  3.89908466e-15  1.08431698e-04  2.96810452e-03  6.72893577e-04  1.70000000e-07  3.88354635e-01  1.10000000e+00  8.00000000e-01 
